"Wood_density","Leaf_N","SLA","Seed_mass","Height","Leaf_P","species"
0.721,13.4804230324523,7.87064497836973,980.024684981811,11.0212160015994,1.30044246895274,"Humiriastrum_cuspidatum"
0.719370484492249,12.6,6.71844627,980.024684981811,11.0212160015994,1.30044246895274,"Humiriastrum_diguense"
0.75,13.4804230324523,7.87064497836973,980.024684981811,11.0212160015994,1.30044246895274,"Humiriastrum_excelsum"
0.69,13.4804230324523,7.87064497836973,980.024684981811,11.0212160015994,1.30044246895274,"Humiriastrum_colombianum"
0.6,13.4804230324523,7.87064497836973,980.024684981811,11.0212160015994,1.30044246895274,"Humiriastrum_melanocarpum"
0.77156,13.4804230324523,7.87064497836973,980.024684981811,11.0212160015994,1.30044246895274,"Humiriastrum_obovatum"
0.625714285714286,13.4804230324523,7.87064497836973,980.024684981811,11.0212160015994,1.30044246895274,"Humiriastrum_procerum"
0.78226,13.4806500130818,7.87094202510579,980.024684981811,11.0212160015994,1.30044246895274,"Sacoglottis_cydonioides"
0.835816192214286,13.4806500130818,7.87094202510579,980.024684981811,11.0212160015994,1.30044246895274,"Sacoglottis_guianensis"
0.730613461538462,14.451753052747,9.23083515282009,980.024684981811,11.0212160015994,1.30044246895274,"Humiria_balsamifera"
0.7,14.2,9.23083515282009,980.024684981811,11.0212160015994,1.30044246895274,"Vantanea_barbourii"
0.83188693775,14.3493946473942,9.23083515282009,980.024684981811,11.0212160015994,1.30044246895274,"Vantanea_macrocarpa"
0.975,14.3493946473942,9.23083515282009,980.024684981811,11.0212160015994,1.30044246895274,"Vantanea_micrantha"
0.77,14.3493946473942,9.23083515282009,980.024684981811,11.0212160015994,1.30044246895274,"Vantanea_paraensis"
1,14.5197773985024,9.23083515282009,980.024684981811,11.0212160015994,1.30044246895274,"Schistostemon_retusum"
0.818110839,14.5197773985024,9.23083515282009,980.024684981811,11.0212160015994,1.30044246895274,"Duckesia_verrucosa"
0.794412588142857,14.5197773985024,9.23083515282009,980.024684981811,11.0212160015994,1.30044246895274,"Endopleura_uchi"
0.8325425,24.6767009973617,19.3504161219073,456.562421559571,9.58644450267698,1.42836220051818,"Pogonophora_schomburgkiana"
0.67,19.4069361612769,15.4715778256247,90.0255165302827,9,1.36991823089531,"Pera_glabrata"
0.604408,19.4,15.471,90.0255165302827,9.00008734888229,1.36991823089531,"Pera_bicolor"
0.73,27.1364680359436,16.1154961834451,90.0255165302827,9.09742735295874,1.36991823089531,"Pera_coccinea"
0.73,35.363,16.1154961834451,17,9.09742735295874,1.35827438,"Pera_arborea"
0.804938333333333,10,22.2105641140597,263.585633312017,9.81792957679411,1.53503069533405,"Chaetocarpus_schomburgkianus"
0.350040625,27.4837145490626,14.8,135.801986206834,8.29868371208194,1.65910998575534,"Mallotus_paniculatus"
0.538278818831474,27.4629330457172,22.1928165522262,378.757142857143,8.12451086415774,1.66528526880542,"Ricinus_communis"
0.538278818831474,27.4119751400931,48.063,1.53333333333333,0.26875,1.68042755594594,"Mercurialis_annua"
0.538278818831474,26.4734565464764,7.48311762102559,27.111176317055,7,1.95931103550066,"Acalypha_macrostachya"
0.538278818831474,26.4734565464764,7.48311762102559,27.111176317055,6,1.95931103550066,"Acalypha_diversifolia"
0.538278818831474,26.4734565464764,7.48311762102559,0.614,0.6,1.95931103550066,"Acalypha_virginica"
0.538278818831474,26,3.86100386100386e-05,4,4,2.1,"Acalypha_skutchii"
0.54318,30.656,22.2178667313232,15.6265,13,1.50183,"Adelia_triloba"
0.87,30.223006468987,22.2178667313232,33.0646487644022,12.2321376004481,1.5341912215958,"Adelia_oaxacana"
0.587664315551744,28.942437500722,22.2178667313232,32.4091721311475,9.67658855505617,1.65182690156661,"Dalechampia_scandens"
0.587664315551744,30.649,22.2178667313232,86.0559968306092,9.67658855505617,1.75745,"Bernardia_nicaraguensis"
0.35946,46.2875,38.771,137.406244401171,12.434359090806,1.33169,"Alchorneopsis_floribunda"
0.572739151688427,25.3,16.477,137.406244401171,12.434359090806,1.50933357825082,"Caryodendron_orinocense"
0.65,27.2358249944441,20.5777392613864,137.406244401171,12.434359090806,1.50933357825082,"Caryodendron_amazonicum"
0.43,22.8378285232379,19.0206275167474,82.950352070543,16.3347328681912,1.04441635848529,"Conceveiba_martiana"
0.54331,22.8378285232379,19.0206275167474,82.950352070543,16.3347328681912,1.04441635848529,"Conceveiba_guianensis"
0.2659791065,24,19.0206275167474,82.950352070543,16.3347328681912,1.00636861,"Conceveiba_pleiostemona"
0.41257061255433,20.8,17.894,82.950352070543,16.3347328681912,1.04441635848529,"Conceveiba_rhytidocarpa"
0.39,33.8,31.553,82.950352070543,16.3347328681912,1.23364112254229,"Aparisthmium_cordatum"
0.426666666666667,22.71177,24.2004121389606,34,15,1.20932,"Alchornea_latifolia"
0.30122,23.8361637728507,24.2004121389606,24.8015,19,1.62853359934607,"Alchornea_costaricensis"
0.391532393495736,24.7,24.2004121389606,68.4834257788648,17.3709186239003,1.62853359934607,"Alchornea_grandiflora"
0.399533333333333,30.7,24.472,80,17.3709186239003,1.62853359934607,"Alchornea_glandulosa"
0.466666666666667,24.9,23.451,100,23,1.62853359934607,"Alchornea_triplinervia"
0.42,23.8361637728507,24.2004121389606,68.4834257788648,17.3709186239003,1.62853359934607,"Alchornea_discolor"
0.391532393495736,23,24.2004121389606,68.4834257788648,17.3709186239003,2.38,"Alchornea_rugosa"
0.34,12.65,24.2004121389606,68.4834257788648,17.3709186239003,1.62853359934607,"Alchornea_grandis"
